Date,Credit/Debit,Transaction Name,Balance
04/07/2024,-100,Transfer to xx1056 CommBank app,120.29
04/07/2024,-19.39,UBER* TRIP SYDNEY NS AUS Card xx5077 Value Date: 02/07/2024,220.29
04/07/2024,-35.37,DiDiMobility Sydney AU AUS Card xx5077 Value Date: 02/07/2024,239.68
04/07/2024,-10,MY STREET FOOD PTY L WOOLLOONGABBA QL AUS Card xx5077 Value Date: 02/07/2024,275.05
04/07/2024,-14.5,MY STREET FOOD PTY L WOOLLOONGABBA QL AUS Card xx5077 Value Date: 02/07/2024,285.05
03/07/2024,-13.3,DIGITALOCEAN.COM GROSVENOR PLA NS AUS Card xx5077 Value Date: 01/07/2024,299.55
03/07/2024,-12.68,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 01/07/2024,312.85
03/07/2024,-40,MY STREET FOOD PTY L WOOLLOONGABBA QL AUS Card xx5077 Value Date: 01/07/2024,325.53
03/07/2024,174.46,Salary ALH GROUP 236263,365.53
02/07/2024,100,Transfer from xx1056 CommBank app,191.07
02/07/2024,-83,SQ *CIROS ITALIAN Woolloongabba QL AUS Card xx5077 Value Date: 28/06/2024,91.07
02/07/2024,-54.99,TPG INTERNET PTY LTD MACQUARIE PAR NS AUS Card xx5077 Value Date: 28/06/2024,174.07
02/07/2024,-39.92,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 29/06/2024,229.06
02/07/2024,-20.19,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 29/06/2024,268.98
02/07/2024,-59.37,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 29/06/2024,289.17
02/07/2024,-9.73,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 29/06/2024,348.54
02/07/2024,-6.68,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 29/06/2024,358.27
02/07/2024,-12.92,UBER* TRIP SYDNEY NS AUS Card xx5077 Value Date: 30/06/2024,364.95
02/07/2024,-208.94,CONNECTED AUSTRALIA PT MOUNT GRAVATT AUS Card xx5077 Value Date: 01/07/2024,377.87
01/07/2024,300,Transfer from xx1056 CommBank app,586.81
29/06/2024,128,Transfer from xx0713 CommBank app,286.81
29/06/2024,-23.08,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 27/06/2024,158.81
29/06/2024,-12.14,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 27/06/2024,181.89
29/06/2024,-35.83,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 27/06/2024,194.03
29/06/2024,-23.83,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 27/06/2024,229.86
29/06/2024,-114,Transfer to xx0713 NetBank My purchase goal,253.69
29/06/2024,-200,Transfer to xx1056 NetBank My emergency fund,367.69
27/06/2024,-40,SQ *LE CHAPEL Woolloongabba QL AUS Card xx5077 Value Date: 25/06/2024,567.69
27/06/2024,-37.49,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 25/06/2024,607.69
27/06/2024,-12.43,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 25/06/2024,645.18
26/06/2024,-1500,Transfer to xx1056 CommBank app,657.61
26/06/2024,334.6,Salary UNI OF QLD 2263922 10712884,2157.61
26/06/2024,1092.16,Salary UNI OF QLD 2263920 10712884,1823.01
26/06/2024,-20.92,MIRCHH MASALA IMPEX WOOLLOONGABBA AUS Card xx5077 Value Date: 21/06/2024,730.85
26/06/2024,624.38,Salary ALH GROUP 236263,751.77
25/06/2024,-17,Transfer To J VAN-DER-NEUT PayID Phone from CommBank App Food,127.39
25/06/2024,-23.99,SQ *YUMS] CHICKEN - WO Woolloongabba QL AUS Card xx5077 Value Date: 21/06/2024,144.39
25/06/2024,-55,SQ *CIROS ITALIAN Woolloongabba QL AUS Card xx5077 Value Date: 21/06/2024,168.38
25/06/2024,-76.02,SQ *UNCLE DON SOUTH CI Woolloongabba QL AUS Card xx5077 Value Date: 22/06/2024,223.38
25/06/2024,-29.54,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 23/06/2024,299.4
25/06/2024,-16.75,Tickets*Queensland BELROSE AU AUS Card xx5077 Value Date: 22/06/2024,328.94
25/06/2024,100,Fast Transfer From DEEKSHA ANAND Cab,345.69
22/06/2024,100,Transfer from xx1056 CommBank app,245.69
22/06/2024,-5.4,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 20/06/2024,145.69
22/06/2024,-11.63,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 20/06/2024,151.09
22/06/2024,-9.55,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 20/06/2024,162.72
21/06/2024,80,Cardless Cash return Shop,172.27
21/06/2024,-3.08,Non CBA ATM Withdrawal Fee,92.27
21/06/2024,-80,Wdl ATM Red atmx 118 LOGAN RD WOOLLOONGA AU,95.35
21/06/2024,100,Transfer from xx1056 CommBank app,175.35
21/06/2024,-80,Cardless Cash for collection Shop,75.35
21/06/2024,-28.79,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 19/06/2024,155.35
21/06/2024,-14.26,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 19/06/2024,184.14
21/06/2024,-15.6,IGA PULLENVALE PULLENVALE QL AUS Card xx5077 Value Date: 18/06/2024,198.4
21/06/2024,-12.88,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 19/06/2024,214
21/06/2024,-9.13,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 19/06/2024,226.88
21/06/2024,-24,HARRIS FARM MARKETS PT WEST END AUS Card xx5077 Value Date: 19/06/2024,236.01
21/06/2024,-22,HARRIS FARM MARKETS PT WEST END AUS Card xx5077 Value Date: 19/06/2024,260.01
20/06/2024,-35.21,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 18/06/2024,282.01
19/06/2024,-14.61,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 17/06/2024,317.22
19/06/2024,-16.8,ALH VENUES 8010 WEST END AU AUS Card xx5077 Value Date: 17/06/2024,331.83
19/06/2024,-9.25,UBER* TRIP SYDNEY NS AUS Card xx5077 Value Date: 17/06/2024,348.63
19/06/2024,-12.67,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 17/06/2024,357.88
19/06/2024,-0.5,LITTLE RED DUMPLING WOOLLOONGABBA QL AUS Card xx5077 Value Date: 16/06/2024,370.55
19/06/2024,5,Return ANGELIKA FILM CENTRE WOOLLOONGABBA QL AUS Card xx5077 Value Date: 16/06/2024,371.05
19/06/2024,-200,Transfer to xx1056 NetBank My emergency fund,366.05
19/06/2024,378.91,Salary ALH GROUP 236263,566.05
18/06/2024,100,Transfer from xx0713 CommBank app,187.14
18/06/2024,-15.12,ORIENTAL CORNER St Lucia AU AUS Card xx5077 Value Date: 14/06/2024,87.14
18/06/2024,-50,SQ *SILKWOOD CANDLE CO Mount Cotton QL AUS Card xx5077 Value Date: 14/06/2024,102.26
18/06/2024,-4.27,KENKO SUSHI HOUSE ST LUCIA AU AUS Card xx5077 Value Date: 14/06/2024,152.26
18/06/2024,-20.8,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 14/06/2024,156.53
18/06/2024,-49.12,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 15/06/2024,177.33
18/06/2024,-8.56,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 16/06/2024,226.45
18/06/2024,-10.57,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 16/06/2024,235.01
18/06/2024,-16.46,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 15/06/2024,245.58
16/06/2024,100,Transfer from xx1056 CommBank app,262.04
15/06/2024,-12.15,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 13/06/2024,162.04
15/06/2024,-13.01,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 13/06/2024,174.19
15/06/2024,-6.99,APPLE.COM/BILL SYDNEY AU AUS Card xx5077 Value Date: 12/06/2024,187.2
15/06/2024,-16.8,HANE SUSHI WOOLLOONGABBA QL AUS Card xx5077 Value Date: 12/06/2024,194.19
15/06/2024,-114,Transfer to xx0713 NetBank My purchase goal,210.99
14/06/2024,-12.41,KENKO SUSHI HOUSE ST LUCIA AU AUS Card xx5077 Value Date: 12/06/2024,324.99
14/06/2024,-15,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 12/06/2024,337.4
13/06/2024,-48.1,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 11/06/2024,352.4
13/06/2024,-3.5,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 11/06/2024,400.5
13/06/2024,-1.17,International Transaction Fee Value Date: 10/06/2024,404
13/06/2024,-33.47,OPENAI SAN FRANCISCO CA USA Card xx5077 USD 22.00 Value Date: 11/06/2024,405.17
13/06/2024,-1.17,International Transaction Fee Value Date: 10/06/2024,438.64
13/06/2024,-33.47,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA USA Card xx5077 USD 22.00 Value Date: 11/06/2024,439.81
13/06/2024,-50.81,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 11/06/2024,473.28
12/06/2024,300,Fast Transfer From DEEKSHA ANAND Money,524.09
12/06/2024,-9.99,UBER *ONE Sydney AU AUS Card xx5077 Value Date: 10/06/2024,224.09
11/06/2024,100,Transfer from xx1056 CommBank app,234.08
11/06/2024,4,Transfer from xx0713 CommBank app,134.08
11/06/2024,100,Transfer from xx1056 CommBank app,130.08
11/06/2024,-287,OFFICEWORKS 0404 WOOLLOO AU AUS Card xx5077 Value Date: 07/06/2024,30.08
11/06/2024,-10.55,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 07/06/2024,317.08
11/06/2024,-72.01,MIRCHH MASALA IMPEX WOOLLOONGABBA AUS Card xx5077 Value Date: 06/06/2024,327.63
11/06/2024,-21.56,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 09/06/2024,399.64
11/06/2024,-52.46,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 09/06/2024,421.2
09/06/2024,-63,ODIN PASS PTY LTD,473.66
09/06/2024,100,Transfer from xx1056 CommBank app,536.66
08/06/2024,-19,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 06/06/2024,436.66
08/06/2024,-26.15,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 06/06/2024,455.66
08/06/2024,-19.67,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 06/06/2024,481.81
08/06/2024,-5.3,BAR MERLO UQ BRISBANE QL AUS Card xx5077 Value Date: 05/06/2024,501.48
08/06/2024,-54.99,APPLE.COM/BILL SYDNEY NS AUS Card xx5077 Value Date: 06/06/2024,506.78
08/06/2024,-19.39,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 06/06/2024,561.77
07/06/2024,100,Transfer from xx1056 CommBank app,581.16
07/06/2024,200,Transfer from xx1056 CommBank app,481.16
07/06/2024,-4.27,KENKO SUSHI HOUSE ST LUCIA AU AUS Card xx5077 Value Date: 05/06/2024,281.16
07/06/2024,-26,GUZMAN Y GOMEZ SURRY HILLS NS AUS Card xx5077 Value Date: 05/06/2024,285.43
07/06/2024,-21.35,UBER* TRIP SYDNEY NS AUS Card xx5077 Value Date: 05/06/2024,311.43
07/06/2024,-17.15,ROLLING MAN TOOWONG QL AUS Card xx5077 Value Date: 04/06/2024,332.78
06/06/2024,-97.45,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx5077 Value Date: 04/06/2024,349.93
06/06/2024,-54.99,TPG INTERNET PTY LTD MACQUARIE PAR NS AUS Card xx5077 Value Date: 03/06/2024,447.38
06/06/2024,-13.86,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 04/06/2024,502.37
06/06/2024,-20.3,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 04/06/2024,516.23
05/06/2024,-50,Dominos Estore Woolloo dominos.com.a AU AUS Card xx5077 Value Date: 03/06/2024,536.53
05/06/2024,-9.31,UBER* TRIP SYDNEY NS AUS Card xx5077 Value Date: 03/06/2024,586.53
05/06/2024,-9.36,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 03/06/2024,595.84
05/06/2024,-8.88,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 03/06/2024,605.2
05/06/2024,-9.36,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 03/06/2024,614.08
05/06/2024,-6.55,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 03/06/2024,623.44
05/06/2024,-24,CINEPLEX PARTNERSHIP SOUTH BRISBAN AUS Card xx5077 Value Date: 01/06/2024,629.99
05/06/2024,216.72,Salary ALH GROUP 236263,653.99
04/06/2024,200,Transfer from xx1056 CommBank app,437.27
04/06/2024,-55.68,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 30/05/2024,237.27
04/06/2024,-54.5,DAN MURPHY'S 6979 WEST END AU AUS Card xx5077 Value Date: 01/06/2024,292.95
04/06/2024,-9.48,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 01/06/2024,347.45
04/06/2024,-26.4,ALH VENUES 8010 WEST END AU AUS Card xx5077 Value Date: 01/06/2024,356.93
04/06/2024,-5.1,DIGITALOCEAN.COM GROSVENOR PLA NS AUS Card xx5077 Value Date: 01/06/2024,383.33
04/06/2024,-53.75,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 02/06/2024,388.43
03/06/2024,100,Transfer from xx1056 CommBank app,442.18
02/06/2024,110,Transfer from xx0713 CommBank app,342.18
02/06/2024,-8.7,Transfer To Michael Pinter CommBank App Food,232.18
01/06/2024,-0.04,Debit Excess Interest,240.88
01/06/2024,-200,Transfer to xx1056 CommBank app,240.92
01/06/2024,-500,Transfer to xx1056 CommBank app,440.92
01/06/2024,-114,Transfer to xx0713 NetBank My purchase goal,940.92
01/06/2024,-200,Transfer to xx1056 NetBank My emergency fund,1054.92
01/06/2024,-30.03,COCOS ANNERLEY ANNERLEY AU AUS Card xx5077 Value Date: 29/05/2024,1254.92
01/06/2024,-41.41,WOOLWORTHS 2614 BURANDA AU AUS Card xx5077 Value Date: 30/05/2024,1284.95
01/06/2024,-106.94,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 30/05/2024,1326.36
31/05/2024,-13.85,IGA PULLENVALE PULLENVALE QL AUS Card xx5077 Value Date: 28/05/2024,1433.3
31/05/2024,-33.2,SQ *ORIGIN KEBAB BURAN Woolloongabba QL AUS Card xx5077 Value Date: 30/05/2024,1447.15
30/05/2024,-2.5,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 28/05/2024,1480.35
30/05/2024,-2.5,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 28/05/2024,1482.85
30/05/2024,-3.5,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 28/05/2024,1485.35
30/05/2024,-3,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 28/05/2024,1488.85
30/05/2024,-22.96,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 28/05/2024,1491.85
30/05/2024,3.5,Return CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 28/05/2024,1514.81
29/05/2024,679.2,Salary UNI OF QLD 2263922 10712884,1511.31
29/05/2024,556.1,Salary UNI OF QLD 2263920 10712884,832.11
29/05/2024,-39,WOOLWORTHS 2614 BURANDA AU AUS Card xx5077 Value Date: 27/05/2024,276.01
29/05/2024,-5.8,LUV A COFFEE BURANDA BURANDA QL AUS Card xx5077 Value Date: 27/05/2024,315.01
29/05/2024,216.72,Salary ALH GROUP 236263,320.81
28/05/2024,-60,Transfer To A SHARMA PayID Phone from CommBank App Car ride,104.09
28/05/2024,-58.75,NANDOS BURANDA SC Buranda AU AUS Card xx5077 Value Date: 24/05/2024,164.09
28/05/2024,-10.2,GUZMAN Y GOMEZ SURRY HILLS NS AUS Card xx5077 Value Date: 24/05/2024,222.84
28/05/2024,-15.13,GOOGLE*COLAB CC GOOGLE.COM SG SGP Card xx5077 AUD 15.13 Value Date: 23/05/2024,233.04
28/05/2024,-21.59,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 24/05/2024,248.17
28/05/2024,-3.8,WOOLWORTHS 2705 WEST END AU AUS Card xx5077 Value Date: 25/05/2024,269.76
28/05/2024,-3.2,THE VENDING GUYS EAGLE FARM AU AUS Card xx5077 Value Date: 26/05/2024,273.56
28/05/2024,-3.1,THE VENDING GUYS EAGLE FARM AU AUS Card xx5077 Value Date: 26/05/2024,276.76
28/05/2024,-21.22,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 26/05/2024,279.86
28/05/2024,-59.94,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 26/05/2024,301.08
28/05/2024,-51.19,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 26/05/2024,361.02
28/05/2024,-19.76,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 26/05/2024,412.21
26/05/2024,200,Transfer from xx1056 CommBank app,431.97
26/05/2024,100,Transfer from xx1056 CommBank app,231.97
25/05/2024,-10,Transfer To Michael Pinter CommBank App Cash out,131.97
25/05/2024,-50,Transfer To Michael Pinter CommBank App Cash out,141.97
25/05/2024,100,Transfer from xx1056 CommBank app,191.97
25/05/2024,-15.12,ORIENTAL CORNER St Lucia AU AUS Card xx5077 Value Date: 23/05/2024,91.97
25/05/2024,-19.27,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 23/05/2024,107.09
25/05/2024,-20.78,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 23/05/2024,126.36
25/05/2024,-31.95,CABOOLTURE SUSHI PTY L WOOLLOONGABBA AUS Card xx5077 Value Date: 23/05/2024,147.14
24/05/2024,-2.99,APPLE.COM/BILL SYDNEY NS AUS Card xx5077 Value Date: 22/05/2024,179.09
24/05/2024,-21.47,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 22/05/2024,182.08
24/05/2024,-20.85,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 22/05/2024,203.55
24/05/2024,-19.48,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 22/05/2024,224.4
24/05/2024,-19.16,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx5077 Value Date: 21/05/2024,243.88
24/05/2024,-15,LAKESIDE ENTERPRISEQPS UNIVERSITY OF AUS Card xx5077 Value Date: 22/05/2024,263.04
24/05/2024,-39.13,CABOOLTURE SUSHI PTY L WOOLLOONGABBA AUS Card xx5077 Value Date: 22/05/2024,278.04
23/05/2024,100,Transfer from xx1056 CommBank app,317.17
23/05/2024,-19.95,UPDOC.COM.AU -KNPAGPWR,217.17
22/05/2024,200,Transfer from xx1056 CommBank app,237.12
22/05/2024,-15.12,ORIENTAL CORNER St Lucia AU AUS Card xx5077 Value Date: 20/05/2024,37.12
22/05/2024,-11.83,WOOLWORTHS 2614 BURANDA AU AUS Card xx5077 Value Date: 20/05/2024,52.24
22/05/2024,-10.4,Guzman y Gomez St Lucia QL AUS Card xx5077 Value Date: 20/05/2024,64.07
22/05/2024,-9.3,STARBUCKS COFFEE D00 WOOLLOONGABBA QL AUS Card xx5077 Value Date: 19/05/2024,74.47
22/05/2024,-19.12,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 20/05/2024,83.77
22/05/2024,-5.5,VIETNAMESE OVEN WOOLLOONGABBA QL AUS Card xx5077 Value Date: 20/05/2024,102.89
22/05/2024,-4.99,BURANDA PL & BURANDQPS BURANDA AUS Card xx5077 Value Date: 20/05/2024,108.39
22/05/2024,-2.99,BURANDA PL & BURANDQPS BURANDA AUS Card xx5077 Value Date: 20/05/2024,113.38
